Products,Health & Beauty,Electronics,Books,Groceries,Home & Kitchen
TheYaYaCafe The Holi Crew Matching Men's Women's Round Neck Couple T-Shirts_ (Sold Separately),0.05,0.02,0.01,0.02,0.9
WORLD WEAR FOOTWEAR Men's Multicolor Canvas Loafer - 10,0.02,0.05,0.2,0.03,0.7
Tfortees Mens Cotton Tshirt(AZ_1588_Black_),0.15,0.05,0.1,0.7,0.2
Radhey Krishna Enterprises Present Women's Maroon Poly Crepe Straight Kurta with Pant and Dupatta,0.1,0.05,0.05,0.1,0.7
"Tyzag Toothbrush Holders for Bathroom, Toothbrush Holder Wall Mounted, Toothpaste Dispenser (2 Cup)",0.03,0.01,0.005,0.005,0.95
Arrow Men Shirts,0.1,0.4,0.2,0.1,0.2
Paras Traders Men Stylish Look Casual Wear Regular Full Length Denim Jeans- Ice Blue,0.25,0.15,0.1,0.05,0.45
Glamlife Clover Evil Eye Band and Bracelet for girls and women (Rose Gold),0.8,0.05,0.05,0.05,0.05
Amazon Brand - Symbol Womens Sneakers,0.05,0.45,0.15,0.1,0.25
Reebok Women T-Shirt,0.15,0.1,0.05,0.7,0.2
FotoCart Smart Slim 43mm UV Filter for Protect Your DSLR Lens,0.02,0.95,0.01,0.01,0.01
sabyasachi sling bag,0.05,0.05,0.05,0.05,0.8
Caseria Men's Round Neck Cotton Half Sleeved T-Shirt with Printed Graphics - Team Jesus,0.2,0.2,0.1,0.3,0.2
"Homepixi Premium Stainless Steel Measuring Spoon Set (Set of 7), Premium Heavy Duty Metal Stainless Steel Measuring Spoons...",0.01,0.01,0.01,0.02,0.95
Club A9 Women's Cotton Printed Regular Shorts - Pack of 4 (Multicolour),0.05,0.1,0.05,0.1,0.7
Mochi Women Brown Zip Top Sling Bag (66-7355),0.05,0.03,0.02,0.1,0.8
Carlton London Mens Navy Blue Clogs Clog,0.05,0.15,0.1,0.3,0.4
Nike Mens Legend Trainer Multisport Training Shoes,0.2,0.1,0.05,0.6,0.05
Aldo womens Ibaraki001 Black Women Synthetic Eva Sandal,0.2,0.1,0.05,0.6,0.05
QD Fashion Women's Camisole with Adjustable Strap Slip Spaghetti Top Innerwear(Pack of 5),0.85,0.02,0.01,0.03,0.09
UJEAVETTE 10L Waterproof Dry Bag Backpack for Beach Kayak Canoe Fishing Camping Yellow,0.05,0.03,0.01,0.01,0.9
WorldCare® RedPortable Pocket Telescopic Mini Fishing Pole Aluminum Alloy Pen Shape With R Wh 6 Colors Drop,0.01,0.9,0,0.01,0.08
HZMAN Snake Ring Men Women Gothic Jewelry Retro Animal Fashion Personality Stainless Steel Ring,0.2,0.1,0.1,0.2,0.4
Vegan Basics mens Vegan Basics Moccasin,0.05,0.03,0.02,0.8,0.1
Me 2 bottom Women's Net Poncho with BeadsEmbroider & Designer Cut Shoulde Sleeves poncho,0.1,0.05,0.1,0.05,0.7
PC Jeweller Yellow Gold and Diamond Stud Earrings for Women,0.1,0.05,0.025,0.025,0.8
"Rudra Rage 10 MM Thick Stainless Steel Kada for Men (Thin Line of Brass, Plain)",0.1,0.05,0.02,0.03,0.8
"Tomons LED Desk Lamp, E-Reading No Screen Glare or Flicker Monitor USB Powered Task Light with Auto dimming and Stepless C...",0.01,0.9,0.005,0.005,0.08
Yellow Chimes Bracelet for Men Men Style Mark Highly Durable Stainless Steel Black-Silver Bracelet for Men and Boys,0.2,0.05,0.05,0.1,0.6
TS LAVI TAVI Unisex Baby Cotton Jhabla Multi Color Set of 8,0.1,0.05,0.05,0.7,0.1
Sendria Keepers Analogue Pink Color Diamond Studded Leather Belt Designer Fashion Wrist Combo Watch for Girls and Women,0.25,0.2,0.15,0.1,0.3
Life by Shoppers Stop Mens 5 Pocket Coated Jeans,0.05,0.2,0.1,0.6,0.05
Havells Accelero 400mm Pedestal Fan (White Red),0.02,0.05,0.02,0.01,0.9
AONES Pack of 2 Silicone Watch Strap Compatible for Motorola Moto 360 46mm Smart Watch Band Black,0.05,0.85,0.02,0.01,0.07
Dark Horse® Bicycle Compact LED 3 Modes 300 LM Front Light & 4 LED 7 Mode Tail Light Combo Set,0.03,0.8,0.01,0.01,0.15
U.S. POLO ASSN. Men Jeans,0.05,0.15,0.1,0.7,0.1
(Renewed) JBL Live Pro 2 TWS | Smart Adaptive Noise Cancellation Earbuds | upto 40Hrs Playtime | Adjust EQ for Extra Bass...,0.005,0.95,0.005,0.01,0.03
Shopnet Wireless Bluetooth Speaker TG113 For Mahindra KUV100 NXT Ultra Boost Bass with DJ Sound Portable Home Speaker with...,0.005,0.95,0.005,0.01,0.03
Puma Unisex-Adult Hampton Sneaker,0.15,0.05,0.1,0.7,0
Zoom Shoes Mens As4332 Loafers,0.2,0.3,0.1,0.4,0
"OGeneral 1 Ton 3 Star Split Inverter Air Conditioner ASGA12CLWA-B, White",0.004,0.95,0.001,0.007,0.04
"SANDAL DECORS Fan Cover Dust Proof For 3 Blade Ceiling Fan (Plastic, 19.5x6 Inches)_31",0.02,0.05,0.01,0.02,0.9
"Diversey Crew Disinfectant Floor and Surface Cleaner, Floral - 1 L, Kills 99.9% germs, Bacteria, Viruses and Removes Tough...",0.03,0.015,0.005,0.05,0.9
VITTALY Running Shoes for Men,0.15,0.1,0.05,0.7,0.2
Diverse Men's Slim Fit Printed Cotton Boxer (Pack of 3) (DCMBSCMSC14L35-425_Multicolor_L),0.05,0.1,0.04,0.02,0.79
"ZAVERI PEARLS Green, Red Non Precious Metal Anklet for Women (ZPFK9151)",0.1,0.05,0.02,0.01,0.82
"satyuga Men's Cotton T-Shirt - Round Neck, Half Sleeves, Printed, Casual Wear Tees for Men NC90",0.05,0.02,0.03,0.7,0.2
Shopnet Wireless Bluetooth Speaker TG113 For LG L65 D280 Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio L...,0.002,0.95,0.008,0.01,0.03
American Bull Men Tint Blue Denim Jeans,0.15,0.25,0.4,0.1,0.1
Workshop Graphic Printed T-Shirt for Women | Funny Quote Stranger Things English Slogan Stylish T Shirt Netflixx Web Serie...,0.1,0.025,0.025,0.05,0.8
StreetLookTrendy Sneakers Shoes for Men's & Boys,0.15,0.2,0.1,0.05,0.5
Fruit of the Loom Men's Vest,0,0.1,0.2,0.6,0.1
Bharath Agencies Water Soluble Npk 19-19-19 For Plants & Potted Plants & Gardening 1000 Gram By Bharath Agencies ® - Used ...,0.01,0.01,0.01,0.9,0.08
"Jeans For Mens For Smartness006, (pack of 2)).",0.05,0.7,0.1,0.05,0.1
ishin Women's Cotton Anarkali Embroidered Mirror Work Floral Print Sea Blue Kurti,0.2,0.07,0.05,0.08,0.6
UGAOO Pipe Rose Blue Ceramic Pot - 3.2 Inch,0.02,0.005,0.005,0.07,0.9
Parineeta Gems Blue Sapphire 7.00 Ratti Unheated and Untreated Neelam Natural Ceylon Gemstone for Men and Women,0.8,0.05,0.02,0.03,0.1
Baggit Women's Bowling Handbag - Medium (Yellow),0.05,0.02,0.03,0.1,0.8
Kids Nursary School Bag Soft PlushVelvet Backpacks Cartoon Baby Boy/Girl (2-5 Years) BAG_12,0.05,0.2,0.05,0.1,0.6
Puma Men's Solid Regular Fit Vest (67459401 White M),0.1,0.03,0.02,0.05,0.8
ROCKFIELD Men's Synthetic Leather Loafer Shoes for Men's & Boys @@590,0.1,0.05,0.025,0.025,0.8
"AONES Pack of 3 Magnetic Loop Watch Strap Compatible for Boat Flash Edition Watch Strap Black, Rose Gold, Silver",0.05,0.8,0.03,0.02,0.1
Nike Kyrie Flytrap V Basketball Shoe Mens Black/University Red Size,0.1,0.7,0.05,0.05,0.1
"Earphones Headphones for Samsung Galaxy S8, Samsung Galaxy S8 Edge, Samsung Galaxy S8 Lite, Samsung Galaxy S8 Plus, Galaxy...",0.01,0.9,0.01,0.05,0.03
Humty Dumty Disney Avengers Group Green Polycarbonate 18 Inch/45.7 cm Kid's Hard Luggage Trolley Bag,0.05,0.1,0.02,0.03,0.8
Nature's Bridge Hing Peda Pachak Heeng Tikiya Digestive Hing Peda Mukhwas Jar Pack - 400 Gm Heeng Candy,0.01,0.005,0.005,0.95,0.03
"CP Plus H.265, 2.4 MP Guard+ Colorful View in Dark 8 Camera Combo Kit with (8Ch DVR, 7 Dome 1 Bullet Cameras, 4TB HDD, Pow...",0.01,0.95,0.005,0.005,0.03
SEMTRON Men's Loafer,0.02,0.8,0,0.03,0.15
ApnaCam 1080p Full HD Indoor Wi-Fi Camera| Alarm | Motion Alert | Infrared Night Vision | SD Card Support | Two-Way Audio...,0.03,0.8,0.02,0.05,0.1
WoodenTant women's tant cotton saree without blouse. (White),0.1,0.03,0.05,0.02,0.8
Anuradha Art Mirror Necklace for Women Stylish,0.05,0.02,0.03,0.05,0.85
Max Men Track Pants,0.15,0.25,0.1,0.3,0.2
"ASICS Men's Gel-Nimbus 25 Running Shoes, 10.5, Sheet Rock/Carrier Grey",0.05,0.1,0.05,0.7,0.1
new balance Kids' 860v8 Running Shoe,0.1,0.3,0.05,0.2,0.35
"Preethi Zodiac MG-218 mixer grinder, 750 watt, Black/Light Grey, 5 jars - 3 In 1 insta fresh juicer Jar & Master chef food...",0.002,0.04,0.001,0.005,0.95
RA Fashion - RA Star Digital Printed Shirts for Men | Men's Half Sleeve Printed Lycra Casual Shirts,0.1,0.15,0.05,0.25,0.45
Lacoste Men Polo Shirt,0.1,0.2,0.05,0.55,0.1
Heads Up for Tails Birthday Boy Dog Bandana - M,0.3,0.1,0.2,0.1,0.3
Kirti Gems Original Tiger Eye Stone 11 Ratti Rashi Ratna Natural and Certified by GEMOLOGICAL LABORATORY OF INDIA Precious...,0.8,0.1,0.05,0.025,0.025
LANCER Mens ACTIVE-103 Grey Running Shoe - 10 UK (ACTIVE-103DGR-PGN-10),0.05,0.9,0.02,0.01,0.02
Jockey Men's Cotton Modern Brief (Pack of 4),0.15,0.05,0.1,0.7,0.1
VOOCHIE Black Men Formal Genuine Leather Shoes | Slip On Shoes for Men (V_3097-7),0.6,0.05,0.05,0.1,0.2
CINOON Women Sexy Cotton 2 Piece Bra and Panties Lingerie Set for Honeymoon | Anniversary | Everyday Bra Panty Combo,0.85,0.05,0.03,0.02,0.05
A Toddler Thing - Reusable Padded Cotton Undewear - Ultra Undies - Lemon - 1-2y (Pack of 2),0.05,0.02,0.01,0.04,0.88
blackberrys Mens Slim Fit CASUALE Shirt,0.03,0.3,0.02,0.05,0.6
Women Luxury Cute Heart Shape Tassel Evening Clutch Bag Rhinestones Wedding Party Purse Handbag (Gold),0.1,0.05,0.05,0.1,0.7
PERRIAN JEWELLES introduces 18k (750) purity Rose gold White gold and Yellow gold Stud Earrings with Real Diamond in Round...,0.1,0.3,0.1,0.1,0.4
"Cosco ABALA Men's Vest, Regular Fit [Pack of 2] [Comfort Vest- Solid White/RNS]",0.05,0.1,0.02,0.8,0.03
"Luminous Eco Volt Neo 1650 Pure Sine Wave 1500VA/24V Inverter for Home, Office and Shops",0.005,0.95,0.005,0.01,0.03
Titan Analog Mother of Pearl Dial Women's Watch-NL2444WM02/NP2444WM02,0.05,0.02,0.02,0.01,0.9
Rubicon WOMENS/GIRLS ADJUSTABLE CAMISOLE (PACK OF 6),0.8,0.05,0.03,0.05,0.07
Trideva Blessings Vidya Bandh/Vidya Kavach/Rudraksha Kavach - Lab Certified,0.9,0.05,0.02,0.01,0.02
Daniel Klein Analog Silver Dial Women's Watch-DK.1.13229-1,0.1,0.2,0.05,0.05,0.6
PC Jeweller Yellow Gold and Solitaire Stud Earrings for Women,0.05,0.25,0.1,0.05,0.55
SEN ELVIN Ladies Magnetic Starry Sky Clock Luxury Bracelet Women Analog Watch,0.15,0.7,0.05,0.03,0.07
"TIMBRESONIC Rhythm Speaker, Wired Karaoke, Ultimate Sound Party Portable Speaker",0.02,0.8,0.05,0.03,0.1
Park Avenue Dark Blue Jeans,0.05,0.02,0.01,0.83,0.09
Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black),0.003,0.95,0.005,0.002,0.04
Caprese Women's Wallet (Grey),0.1,0.3,0.1,0.2,0.3
"truke Air Buds Lite True Wireless in Ear Earbuds with 48 Hours Playtime, Gaming Mode, Enviornomental Noise Cancellation (E...",0.005,0.95,0.005,0.01,0.03
Supreme Deals Designed Long Waterproof Silicone Swimming Cap for Women and Men Keeps Hair Clean with Ear Protector,0.8,0.05,0.05,0.05,0.05
ALBERTO TORRESI Shoes for Men Mocassin for Men,0.05,0.7,0.1,0.05,0.1
BMC P2 Nasal Pillow Mask with S/M/L Cushions,0.9,0.05,0.02,0.01,0.02
"AmazonBasics 28-Inch, Pink",0.05,0.65,0.1,0.05,0.15
Pepe Jeans Men's Slim Jeans (PM206481G213_MID Blast,0.005,0.03,0.95,0.01,0.005
New Balance Men's 411 V2 Hook and Loop Walking Shoe,0.1,0.4,0.2,0.1,0.2
Daniel Klein Analog Silver Dial Women's Watch-DK.1.12306-3,0.1,0.05,0.03,0.02,0.8
Sennheiser CX Sport Wireless Bluetooth In Ear Headphone with Mic,0.03,0.95,0.02,0.007,0.01
Accessorize London Women's Faux Leather Pink Kerry Sling bag,0.03,0.1,0.02,0.05,0.8
FORKLS Packing Cubes for Suitcases Organiser Bags Luggage Organiser Set Travel Cubes Laundry Bags for Backpack Clothes Sho...,0.05,0.03,0.02,0.1,0.8
Girirajji Cute Small Style Red with White Color Backpack for Girls,0.05,0.03,0.02,0.1,0.8
"IONIX ro pipe 10 Meters length, Ro tubing 1/4 size, ro pipe 1/4 size with 2 jointers and teflon tape",0.03,0.1,0.02,0.05,0.8
ESPERTO READERS RAINY READING GLASSES FOR MEN & WOMEN POWER +1.00 to +3.00,0.7,0.05,0.2,0.03,0.02
MAC Bulk Wipes Cleansing Towelettes 100 Sheets,0.85,0.02,0.01,0.05,0.07
KGr Splash Round Shape Faux Pearl Diamond Studded Multicolour Hijab Pins | Brooch for Women (Pack of 12),0.8,0.05,0.02,0.03,0.1
RiverSoft PreRO-10-CSPN RO prefilter assembly with additional spun cartridge | Compatible with All RO Water Purifier (3/8 ...,0.05,0.2,0.05,0.1,0.6
Butterflies Handbag for Women's & Girl's (Cream) (BNS 0768CRM),0.05,0.1,0.05,0.05,0.75
D&V ENGINEERING - Creative in innovation D Remote Holder/Remote Stand/Remote Organizer for Living Room Decor ( Lady carryi...,0.03,0.05,0.01,0.01,0.9
Factcore Combo of 1 Fridge Cover with 4 Piece Fridge mat (Blue Box + 4 Mat),0.01,0.03,0.01,0.05,0.9
"Motor Headz - Microfiber 1200 GSM - Vehicle Cleaning Towels (Set of 3, Black with Red Border)",0.05,0.015,0.005,0.03,0.9
KIARVI GALLERY Brown Dial Rose Gold Magnet Strep Designer Analog Watch for Girls and Women,0.1,0.05,0.02,0.03,0.8
ZIBUYU® PU Leather Backpacks for Women Travel Backpack Vintage Green Color Shoulder Bags Soft PU Backpack Briefcase Travel...,0.05,0.01,0.02,0.02,0.9
GLORYBOYZ Men's Half Sleeve Relaxed Fit Shirt Fashion Geometric Printed Hawaiian Aloha,0.1,0.03,0.05,0.02,0.8
Secure Your Belongings with our Anti-Theft 360 Degree Open Waterproof Backpack Briefcase with USB Charging Port - Perfect ...,0.005,0.95,0.005,0.01,0.03
ZAVERI PEARLS Pastel Green Enamel Multistrand Beads & Pink Stones Necklace & Earring Set For Women-ZPFK10253,0.2,0.1,0.1,0.4,0.2
Mr. Merchant Mumbai mix Mukhwas [Mouth Freshener Mix for eating] (300 gm),0,0,0,0.9,0.1
Remote Control Compatible with Airtel Xstream Set Top Box HD & SD with Recording Feature (Without Voice Function),0.005,0.95,0.01,0.005,0.03
DIMPY GARMENTS Hosiery Lycra Solid Women's Long Shrug,0.1,0.05,0.05,0.2,0.6
ALSU Black Faux Leather Women's Clutch (KLM-003),0.2,0.03,0.05,0.02,0.7
U.S. POLO ASSN. Men's Slim Fit T-Shirt,0.05,0.03,0.02,0.1,0.8
"ZIGMA WinoteK WinoteK Sun Instant Water Geyser, Water Heater, Portable Water Heater, Geysers Made of First Class ABS Plast...",0,0.1,0,0,0.9
Ak fashion1 Mens Slim Fit Washed Black Jeans Stretchable Easy to wear. (Pack of 5),0.03,0.05,0.02,0.2,0.7
"SHRI G Enterprises 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-B201ASPY, Scarlet Plumeria, Moist 'N' Fr...",0,0.95,0,0.01,0.04
"NL NEW LIMITS Sports Shoe for Running, Walking, Gym, Jogging with Ultimate Comfort",0.95,0.01,0.01,0.02,0.01
Puma Mens Gamble Xt Idp Men’s Sneakers Sneakers,0.2,0.6,0.1,0.05,0.05
Arrow Men Shirt,0.1,0.15,0.05,0.3,0.4
DISHIS 22k (916) Yellow Gold Designer Bracelet for Women,0.1,0.05,0.05,0.05,0.75
Daniel Klein Analog Silver Dial Women's Watch-DK.1.13250-1,0.1,0.05,0.025,0.025,0.8
Amazon Brand - Symbol Men Jeans,0.2,0.3,0.1,0.1,0.3
ZIGARO Men's Basketball Shoes,0.15,0.3,0.2,0.1,0.25
"The Honest Home Company | Sponge Wipe Large Size | 3 Pieces | Easy Kitchen Cleaning | Odorless, Reusable and Washable for ...",0.03,0.005,0.005,0.01,0.95
TIMENTER Casual Analog Black Color Dial Women Watch - GM391-G342 (Pack of 2),0.1,0.7,0.05,0.05,0.1
Set top Box Stand | WiFi Router Holder Wooden Wall Shelves | Setup Box Stand for Home | Wall Mount Stylish WiFi Router Hol...,0.02,0.12,0.001,0.009,0.85
TIMEX Analog Gold Dial Women's Watch-TWEL14701,0.05,0.1,0.025,0.025,0.8
Lee Cooper Men Tan Leather Formal Shoes-7 UK (40 EU) (7.5 US) (LC3161S),0.05,0.1,0.1,0.05,0.7
HATHIYANI Large A4 Size Document Zip Bag/Pouch Waterproof Zipper Pouches Document Holder/Pen Pencil Case/Stationery Storag...,0.05,0.02,0.01,0.02,0.9
CHKOKKO Men Winter Track Suit Cotton Fleece Hooded Zipper,0.1,0.3,0.05,0.1,0.45
VMart Men Solid Cotton Knitted Denim Medium Rise Jeans 437864,0.05,0.02,0.03,0.05,0.85
Lee Men's Regular Jeans (LMJN003791_Indigo,0.05,0.75,0.1,0.02,0.08
"Mivi Collar Flash Pro Bluetooth Earphones with mic, 72 Hours Playback Time, Dual Battery, Made in India. Neckband with Pow...",0.01,0.95,0.005,0.005,0.03
Lyra Women Solid Premium Cotton Ankle Length Leggings | Mid-Waist | Fashionwear Light Gold,0.85,0.05,0.02,0.03,0.05
Octave Men's Cotton Jeans | Black | Solid | Hand-Wash | Regular Fit | 30 | OJC-8517-22-BLACK,0.05,0.05,0.05,0.15,0.7
BROWNSEA Leather Metal Handle Women's Handbag,0.1,0.05,0.05,0.2,0.6
"Puma Unisex-Adult Varion, White-Black-High Risk Red, Indoor Shoe - 9UK (10647207)",0.05,0.15,0.1,0.35,0.35
Mastrena Analog Rose Gold 2 of Combo Girls Watch - CS1030,0.05,0.7,0.05,0.1,0.1
Charged Active-001 Camo Jacquard Round Neck Sports T-Shirt Dark-Grey Size Xs And Charged Play-005 Interlock Knit Geomatric...,0.2,0.3,0.1,0.4,0
DAISY DEE Women's Cotton Non-Padded Non-Wired Plunge Bra,0.95,0.02,0.01,0.01,0.01
Shopnet Wireless Bluetooth Speaker TG113 For HTC One Ultra Boost Bass with DJ Sound Portable Home Speaker with Audio Line ...,0,0.8,0,0,0.2
Lavie Halley Rose Gold Synthetic Women's Wallet (WHEG196096N2),0.2,0.05,0.03,0.02,0.7
Madhu Fashion Women's Brocade Solid Elbow Length Sleeve Saree Blouse,0.05,0.65,0.1,0.05,0.15
"Dockers Mens Calhoun SupremeFlex Casual Oxford Shoe, Black, 8.5 M",0.02,0.2,0.03,0.05,0.7
Frigidaire 318348801 Oven Door Hinge Range/Stove/Oven,0.005,0.03,0.005,0.01,0.95
Arbour Men Solid Plen Pocket Collar Neck T-Shirt,0.05,0.02,0.03,0.1,0.8
"Impex Sound Bar With Wireless Subwoofer 2.1 Channel SB 8500 BeatBeam with Remote High Bass 160 W Supports Bluetooth, AUX, ...",0.005,0.95,0.005,0.01,0.03
Aarohi Homemade Organic Amla Murabba with Honey (Pack of 1KG),0.07,0.008,0.002,0.9,0.02
Karshni Jewelles| Silver Oxidized ring| Mirror Ring For Women & Girls,0.4,0.1,0.2,0.1,0.2
Hibiscuss India Men's Black Patent Leather Pointed Toe Shoes,0.1,0.6,0.1,0.1,0.1
"S.A.V.I Full Arm Tattoo, Full Sleeve Arm Tattoo For Men, Mother Virgin Mary Tattoo For Girls Women, Temporary Tattoo Stick...",0.7,0.05,0.1,0.05,0.1
"Salomon Men's Athletic-Water-Shoes Hiking, Grape Leaf/Peat/Shadow",0.1,0.3,0.2,0.1,0.3
"Pelupa Amera USB Phone Charger -1080p HD Camera, WiFi Wireless Wall Plug USB Charger Motion Detection, AC Adapter, Remote ...",0.03,0.8,0.02,0.05,0.1
Amazon Brand - Symbol Men's Slim Fit Formal Shirt,0.1,0.2,0.1,0.4,0.2
T.T. Men Titanic Half Sleeves Vest Pack of 3,0.1,0.3,0.2,0.2,0.2
Puma Unisex-Adult BMW MMS Drift Cat 5 Ultra Ii Sneakers,0.05,0.6,0.05,0.2,0.1
Divena Beige Multi Floral Rayon A-line Shirts Style Top (DBK0482-P),0.03,0.01,0.01,0.05,0.9
Sukkhi Elaborate Gold Plated Collar Necklace Set For Women (NS102119),0.1,0.05,0.03,0.02,0.8
Citizen Quartz Analog Silver Dial Women's Watch-ED8184-51A,0.05,0.1,0.03,0.02,0.8
"NoiseFit Force Rugged Round Dial Bluetooth Calling Smart Watch with 1.32"" HD screen, Functional Crown, 550 NITS, 7 days ba...",0.03,0.95,0.01,0.005,0.015
FUNDAY FASHION Casual Cuffed Sleeves Solid Women Top,0.05,0.015,0.01,0.025,0.9
SWADESI STUFF Exclusive Choice Black Diamond Studded Rose Gold Chain Strap Analog Watch - for Girls and Women,0.25,0.05,0.05,0.05,0.6
SIRIL Women's Bandhani Printed & Lace Chiffon Saree with Blouse,0.1,0.05,0.025,0.025,0.8
ZOUK Handmade Vegan Leather Mughal Garden Print Women's Sling Bags With Adjustable Shoulder Strap,0.05,0.02,0.01,0.02,0.9
Ruosh Mens 1861030481 Formal Shoes,0.1,0.7,0.05,0.1,0.05
"The Weave Traveller Women's Handloom Hand Block Printed Cotton Kalamkari Dupatta (Multicolour; Twt_Kcd_26, Free Size)",0.1,0.2,0.1,0.3,0.3
"Portronics Roar POR-549, 2x12W Bluetooth 4.2 Stereo Speaker with TWS, Aux in, Micro SD Card and 6, 000mAh Battery, Black",0.005,0.95,0.005,0.01,0.03
Cam g Canvas Storage Tray Outdoor Desktop Keys Camera Watch Sundries Makeup Lipstick Folding Tray Cosmetics Wallet Storage...,0.2,0.05,0.02,0.03,0.7
CRAFTBAZAR Kashmiri Cashmilon Embroidered phiren with Multi Colour Free Size,0.05,0.03,0.01,0.01,0.9
King's Closset Plus Size Men Regular Fit Cotton Short Sleeve Printed Mustard Round Neck T-Shirt,0.05,0.03,0.01,0.01,0.9
Ethnic Yard Georgette Embroidered Orange Salwar Suit for Womens (SSEY-F1360_ Free Size),0.05,0.1,0.05,0.1,0.7
"ANGEL E-COMMERCE® Rubber Dust Cleaner Air Blower for Keyboard,Digital SLR Camera, Lens, Watch, Cell Phone, Computer Laptop...",0.03,0.8,0,0.02,0.15
Vaamsi Women's Crepe Straight Kurta (PK1739A_Green),0.05,0.02,0.01,0.02,0.9
"JUICE Quick-dry, Long Lasting, Chip Resistant, Gel Finish, High Gloss, F&D APPROVED COLORS & PIGMENTS, One Coat, 5 in 1 Na...",0.8,0.01,0.02,0.02,0.15
MERSODA Men's Stylish & Comfortable Polyester Spandex G-String Thong Sexy Brief Underwear (ML-07007),0.95,0.02,0.01,0.01,0.01
Axter Kids & Boys (9293-1665-1668) Casual Stylish Sports Shoes (Set of 3 Pair),0.05,0.15,0.1,0.2,0.5
Awack Silky Stretchable Denim Mid Rise Relaxed Fit Full Length Jeans for Men,0.15,0.2,0.1,0.05,0.5
Amazon Brand - Symbol Men's Regular Pajama Bottom,0.05,0.15,0.2,0.25,0.35
Puma Unisex's Cap (2374301_Black_Free Size),0.1,0.05,0.3,0.25,0.3
"Bandhan Plastic Acrylic Tops/Earring/Nose Pin Display Stand (64),10x8 Inch",0.1,0.05,0.02,0.03,0.8
Pepe Jeans Men's Western Jeans,0.05,0.2,0.1,0.1,0.55
Molika Oxidised German Silver Antique Peacock Choker Necklace with Earring and Ring Jewellery Set for Women & Girls,0.15,0.1,0.05,0.7,0.1
Anand traders astronomical telescope making kit with 38mm achromat doublet lens in 500mm focal length and 25mm wide field ...,0.005,0.95,0.01,0.005,0.03
NAINVISH Women's Cotton Printed Sleeve Blouse,0.02,0.02,0.01,0.05,0.9
Tommy Hilfiger Riley Men Leather Money Clip Black,0.2,0.1,0.1,0.3,0.3
Ezee Flat Black Garbage Bags for Dustbin | 300 Pcs | Medium 19 X 21 Inches | 30 Pcs x Pack of 10,0.01,0.005,0.005,0.03,0.95
"Brand Flex Women's Big Size Capri Pant, Women Plus Size Yoga Gym Sport Workout Capri, Capri Pants Loose Yoga Pants,Plain C...",0.7,0.1,0.05,0.05,0.1
Jevi Prints Women's Cotton Printed Straight Kurti,0.02,0.01,0.01,0.01,0.95
Lee Cooper Shoes Men's Lc9255b1r Leather Oxford,0.03,0.1,0.01,0.01,0.85
"Aerion Air Shield, Outdoor Air Purifier, Full Face Protector, Filters PM 2.5 Dusts, Bacteria, Viruses & Smoke. Superior Br...",0.03,0.95,0,0,0.02
U.S. POLO ASSN. Men Blue Mid Rise Brandon Slim Tapered Jeans,0.25,0.1,0.2,0.3,0.15
Peter England Men's Slim Jeans (PJDNPSTBH51516_Medium Grey_32),0.1,0.3,0.2,0.1,0.3
"REAL LIFE SOLUTION Quick Connector and Water Filter Pressure Washer Accessory Suitable for Black & Decker, Bosch",0.005,0.08,0.005,0.01,0.9
YUTIRITI Net Cotton Paper Adhesive Non-Woven Anti-dust Air Condition Filter Mesh Cloth (White),0.05,0.2,0.02,0.03,0.7
Peter England Men's Slim Fit Shirt,0.1,0.2,0.1,0.15,0.45
Cherokee by Unlimited Men Casual Shirt,0.1,0.3,0.2,0.2,0.2
THERMOCOOL Sun Heater 12 (400/800 Watt) Room Heater | Electric Dish Room Heater | Instant Heating Heater | Perfect For Ext...,0.03,0.05,0.01,0.01,0.9
"StuffHoods Fast USB Type C Charging Cable For Samsung Galaxy Rapid Quick Dash Fast Charging Cable, Type-C Data Sync Cable,...",0.005,0.95,0.005,0.01,0.03
Axter Multicolor Men's Casual Sports Running Shoes 8 UK (Set of 3 Pair) (3)-9289-1140-1141,0.2,0.05,0.05,0.4,0.3
STYLEYOO Lace-UP Genuine Leather Formal Shoes for Men |STYS014|,0.1,0.3,0.2,0.1,0.3
"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Cerami...",0.05,0.1,0.02,0.03,0.8
Moonlight Enterprise White Dial & Multicolor Strap Analog Watch - for Women -Pack of 1,0.1,0.4,0.1,0.2,0.2
